nep_to_cost_ratio_metro,nep_to_cost_ratio_regional,nep_to_cost_ratio_remote,rurality_weight,remote_weight,nominal_cth_share_target,effective_cth_share_base,cap_growth,has_cumulative_cap,demand_base,avoidable_ed_share,discharge_delay_base,bed_capacity_index,cost_shifting_intensity,fragmentation_index,audit_pressure,admin_burden_weight,occupancy_base,offload_base_min,within4_base,rr_beta_pressure,rr_beta_offload,offload_threshold_min,tau,bargaining_cost,political_salience,noise_sd,sample_id,pressure_2030,within4_2030,offload_2030,rr_2030,effshare_nominal_2030,effshare_effective_2030,effgap_2030
0.9,0.83,0.75,0.4062413065472777,0.07,0.45,0.38,0.065,False,1.0,0.18,0.882502902836185,1.0,0.3936651468612325,0.8921750023416934,0.5,0.18468580638211413,0.88,18.0,0.53,0.3958632609365543,0.019818047229237582,20.0,0.25,0.12,0.44378518066844985,0.03,17,1.0675845346998394,0.5378501124584752,15.774098765418362,1.0274770853702186,0.4443480778178696,0.38286665380065005,0.1607597984451665
0.9,0.83,0.75,0.3734491976144812,0.07,0.45,0.38,0.065,False,1.0,0.18,1.0556097581206574,1.0,0.33329179212665244,1.1253876661014433,0.5,0.20095631644085254,0.88,18.0,0.53,0.40558580483740714,0.02017406741923878,20.0,0.25,0.12,0.40248205595966036,0.03,18,1.1448278342347182,0.4988804212011672,19.379394977694723,1.0704885959654615,0.4439488111187833,0.3841518517740768,0.15583917158091648
0.9,0.83,0.75,0.4022690207051552,0.07,0.45,0.38,0.065,False,1.0,0.18,0.922710556868795,1.0,0.35408438464051695,0.8704512602186295,0.5,0.3052414912549595,0.88,18.0,0.53,0.3195015322052365,0.015498609083816508,20.0,0.25,0.12,0.1756333048304809,0.03,19,1.0997818054792756,0.5210798683426893,15.737066379014072,1.0327047476372375,0.44462401500851423,0.3837901945012196,0.15873612389869612
0.9,0.83,0.75,0.2753048729852681,0.07,0.45,0.38,0.065,False,1.0,0.18,0.9328039077914515,1.0,0.4411641615431294,1.2238831918526696,0.5,0.3122077367297117,0.88,18.0,0.53,0.27668744180444743,0.013234794106777767,20.0,0.25,0.12,0.45080731511297945,0.03,20,1.1302145767581182,0.5052355782615865,21.138148496932654,1.0565921981629751,0.44214909199613045,0.3855127651280704,0.14710271207089898
0.9,0.83,0.75,0.3012442978047602,0.07,0.45,0.38,0.065,False,1.0,0.18,1.0569402810987119,1.0,0.2831063472478848,0.9818361481525858,0.5,0.18835969599683697,0.88,18.0,0.53,0.3322007132831905,0.011459245611514386,20.0,0.25,0.12,0.27038975891160977,0.03,21,1.1503177645716958,0.49635456040593084,17.699708153007485,1.0524388098105608,0.44296043320770484,0.3868942673213031,0.14512453994242422
0.9,0.83,0.75,0.43795524742262554,0.07,0.45,0.38,0.065,False,1.0,0.18,0.9757591637892075,1.0,0.3497205783515269,0.9358416291876563,0.5,0.28496194850380946,0.88,18.0,0.53,0.2212032481916956,0.014352718998847198,20.0,0.25,0.12,0.28481477431994384,0.03,22,1.1242215144955652,0.5087690952408489,16.66210055580749,1.0280627608371005,0.44528840949083387,0.38373229797481906,0.16060649841618801
0.9,0.83,0.75,0.3423736416777956,0.07,0.45,0.38,0.065,False,1.0,0.18,1.0447519179369067,1.0,0.3644681773882143,1.1091204153227228,0.5,0.19796919989410594,0.88,18.0,0.53,0.2251678624955481,0.0165611068944255,20.0,0.25,0.12,0.4534484423028149,0.03,23,1.1728282286362546,0.48539575626017767,19.456047511613,1.0492153034222362,0.44337269260440615,0.3844276302150411,0.15349562619636284
0.9,0.83,0.75,0.48751551724007103,0.07,0.45,0.38,0.065,False,1.0,0.18,0.9238675092873824,1.0,0.24452123441354473,1.1100191592853956,0.5,0.08351067241650642,0.88,18.0,0.53,0.2848007285533455,0.01879840075625451,20.0,0.25,0.12,0.48931154651628606,0.03,24,1.1044789789305536,0.5185607166264392,19.735680937693342,1.041515756791122,0.44576673266958905,0.3823360566160277,0.16611548374757487
0.9,0.83,0.75,0.34743010779005445,0.07,0.45,0.38,0.065,False,1.0,0.18,0.8523097084678605,1.0,0.34182750202549234,1.075674676947564,0.5,0.05,0.88,18.0,0.53,0.5151216261020768,0.009459358216896606,20.0,0.25,0.12,0.3469849016769725,0.03,25,1.0625676643086563,0.5405213860822169,18.30839286340124,1.0351368034265602,0.44342439113957954,0.38424740979529753,0.1541522480166606
0.9,0.83,0.75,0.3562155080561794,0.07,0.45,0.38,0.065,False,1.0,0.18,0.9741958513534538,1.0,0.30825589446076795,0.9792910927439226,0.5,0.3728604700577962,0.88,18.0,0.53,0.2631622244741287,0.010969374238534824,20.0,0.25,0.12,0.5022735704963598,0.03,26,1.1195833434777702,0.5106196707025602,17.361483223892733,1.0325081423152784,0.4435979940795871,0.3848337867369103,0.1528876663733789
0.9,0.83,0.75,0.4024419714978994,0.07,0.45,0.38,0.065,False,1.0,0.18,1.1023437301981545,1.0,0.2802504819648708,1.0700384406480528,0.5,0.23869431235197786,0.88,18.0,0.53,0.2615997711767394,0.014169484866095783,20.0,0.25,0.12,0.29568274786927906,0.03,27,1.1969991296370268,0.4744884616725575,18.708065011340956,1.0554946055848926,0.4447647461365482,0.38500234528140426,0.15547889676828622
0.9,0.83,0.75,0.36333379571624946,0.07,0.45,0.38,0.065,False,1.0,0.18,0.969701384320267,1.0,0.5663211312553391,1.1370001487728403,0.5,0.27739299101977927,0.88,18.0,0.53,0.24557592616930024,0.006587916124088945,20.0,0.25,0.12,0.10224466747044389,0.03,28,1.1370027449079436,0.5018379492899024,19.774428677336786,1.0388068124728462,0.444322888484266,0.3839740857991326,0.1573393331473774
0.9,0.83,0.75,0.41799732763933395,0.07,0.45,0.38,0.065,False,1.0,0.18,0.9182089935695275,1.0,0.27718901600828677,1.1520621183729252,0.5,0.4149856718071522,0.88,18.0,0.53,0.25699599804780116,0.011955522343326929,20.0,0.25,0.12,0.481622986968919,0.03,29,1.1224481838433271,0.5093752920246238,19.933238807439068,1.0406104797640376,0.4446267345452931,0.3833017136166123,0.16020478684756104
0.9,0.83,0.75,0.4266362880900789,0.07,0.45,0.38,0.065,False,1.0,0.18,1.0493910590420235,1.0,0.34909618384406854,0.9801507671160001,0.5,0.3229359996333968,0.88,18.0,0.53,0.3574213236873556,0.010310690163208208,20.0,0.25,0.12,0.19522502295045308,0.03,30,1.1600363323667144,0.4916757295780431,17.376857396697666,1.0593266526835277,0.444948219292431,0.3830649792414335,0.1617846471010756
0.9,0.83,0.75,0.35015664591308193,0.07,0.45,0.38,0.065,False,1.0,0.18,1.1214073050708158,1.0,0.31029142999916703,1.09098587842147,0.5,0.22063754222882978,0.88,18.0,0.53,0.3899351794263093,0.008716776888060166,20.0,0.25,0.12,0.18299843364483254,0.03,31,1.1882179533213677,0.4793191525555052,19.244928427849548,1.0810025148426532,0.4439572633514573,0.3852962567782015,0.15247348196456584
0.9,0.83,0.75,0.21365149970651695,0.07,0.45,0.38,0.065,False,1.0,0.18,1.057744466779315,1.0,0.531791598654635,1.0070527226536308,0.5,0.05,0.88,18.0,0.53,0.5364603480802131,0.016222499495718475,20.0,0.25,0.12,0.29390150491440303,0.03,32,1.1523368830960308,0.4956225234229648,17.998972178786687,1.0893574791733205,0.44158305765791517,0.38682894908813503,0.14165903391416534
0.9,0.83,0.75,0.44395629797025127,0.07,0.45,0.38,0.065,False,1.0,0.18,0.9393209911444049,1.0,0.44749826756535044,1.014713779236801,0.5,0.38501880514757825,0.88,18.0,0.53,0.43252114726049906,0.01898335191205421,20.0,0.25,0.12,0.3131972951547599,0.03,33,1.1149820134429935,0.5128726400291506,17.662206822416177,1.052951552976287,0.44512784833329877,0.3832519196690698,0.16163273643624834
0.9,0.83,0.75,0.3343320854697918,0.07,0.45,0.38,0.065,False,1.0,0.18,0.9953462961879812,1.0,0.31130139117261313,0.9145155428267264,0.5,0.18784144324844354,0.88,18.0,0.53,0.23194835864962957,0.009440884618019384,20.0,0.25,0.12,0.15603137739375786,0.03,34,1.1199512877198747,0.5109036440636464,16.889709200549312,1.0287447495073507,0.4438028460237075,0.3853239927100924,0.15195159448486306
0.9,0.83,0.75,0.32621718383524095,0.07,0.45,0.38,0.065,False,1.0,0.18,1.051663106172873,1.0,0.2867257000075916,1.0949537218721208,0.5,0.1972867017310857,0.88,18.0,0.53,0.27947334813710634,0.01376207037088252,20.0,0.25,0.12,0.4235179840215852,0.03,35,1.1621686791170194,0.49049876548566373,19.051588061409443,1.0521325827849213,0.44327145552356456,0.386533695566219,0.1469958806988766
0.9,0.83,0.75,0.3896856434561746,0.07,0.45,0.38,0.065,False,1.0,0.18,0.9345871933454091,1.0,0.17260353130882872,1.0387955450088904,0.5,0.38253886577123086,0.88,18.0,0.53,0.39771141619711586,0.010387892687146866,20.0,0.25,0.12,0.400520411837579,0.03,36,1.107323820598661,0.5171747172570366,18.441216309131306,1.04564388487727,0.44421757095309805,0.38251202985068883,0.161483974696398
0.9,0.83,0.75,0.25380909029283466,0.07,0.45,0.38,0.065,False,1.0,0.18,1.161991060103559,1.0,0.35003218629469807,1.1896958607395067,0.5,0.33906613468339436,0.88,18.0,0.53,0.31899701666950675,0.03613197378308476,20.0,0.25,0.12,0.1804932445835506,0.03,37,1.2614673525231062,0.44954359231321106,21.030880388296197,1.1416531087519657,0.44275510927485684,0.3882078122292807,0.14073014986525786
0.9,0.83,0.75,0.32891283452272146,0.07,0.45,0.38,0.065,False,1.0,0.18,1.0922383240533675,1.0,0.2349855508029744,1.0958139948568955,0.5,0.18597986538273256,0.88,18.0,0.53,0.46242419306247384,0.01597111456173678,20.0,0.25,0.12,0.1969583847997638,0.03,38,1.1702799649213573,0.48673476513821307,19.457359568863147,1.0918940302462083,0.44382585873519126,0.3864889930095944,0.14851449747997356
0.9,0.83,0.75,0.3925360438848127,0.07,0.45,0.38,0.065,False,1.0,0.18,1.0310746061392486,1.0,0.3508861509564683,1.282938424433485,0.5,0.2166040903184126,0.88,18.0,0.53,0.3025655741887839,0.020800348626848923,20.0,0.25,0.12,0.504381925535012,0.03,39,1.1614216908190222,0.490222621917879,22.2121289404071,1.1050464049209543,0.44422163723027497,0.3845395335222197,0.1553923124292927
